synonym,canonical,taxid,confidence,note
Eel,Anguilliformes,7933,medium,broad fish host group review 2026-04-29; rank=order
dolphin,Delphinidae,9726,medium,broad mammal host group review 2026-04-29; rank=family
Dolphin,Delphinidae,9726,medium,broad mammal host group review 2026-04-29; rank=family
flounder,Pleuronectiformes,8252,medium,broad fish host group review 2026-04-29; rank=order
Flounder,Pleuronectiformes,8252,medium,broad fish host group review 2026-04-29; rank=order
marine bivalve,Bivalvia,6544,medium,broad mollusc host group review 2026-04-29; rank=class
marine bivalves,Bivalvia,6544,medium,broad mollusc host group review 2026-04-29; rank=class
bivalve,Bivalvia,6544,medium,broad mollusc host group review 2026-04-29; rank=class
Bivalve,Bivalvia,6544,medium,broad mollusc host group review 2026-04-29; rank=class
Bivalve mollusk,Bivalvia,6544,medium,broad mollusc host group review 2026-04-29; rank=class
Mussels,Mytilidae,6547,medium,broad mollusc host group review 2026-04-29; rank=family
Ant,Formicidae,36668,medium,broad insect host group review 2026-04-29; rank=family
Leaf cutter Ants,Formicidae,36668,medium,broad insect host group review 2026-04-29; rank=family
Attine ant,Formicidae,36668,medium,broad insect host group review 2026-04-29; rank=family
Starfish,Asteroidea,7588,medium,broad echinoderm host group review 2026-04-29; rank=class
dairy cows,Bos taurus,9913,medium,common host phrase review 2026-04-29; rank=species
Nectomys melanius,Nectomys,29116,medium,genus-level rodent host review; species unresolved by local taxonomy 2026-04-29; rank=genus
Cornitermes sp.,Cornitermes,62946,medium,genus-level termite host review 2026-04-29; rank=genus
douglas fir,Pseudotsuga menziesii,3357,medium,common plant host review 2026-04-29; rank=species
B. oleracea var. botrytis,Brassica oleracea,3712,medium,crop host abbreviation review 2026-04-29; rank=species
Atriplex sp.,Atriplex,3550,medium,genus-level plant host review 2026-04-29; rank=genus
bearded dragon,Pogona vitticeps,103695,medium,common reptile host review 2026-04-29; rank=species
hamster,Cricetinae,10026,medium,broad rodent host review 2026-04-29; rank=subfamily
Hamster,Cricetinae,10026,medium,broad rodent host review 2026-04-29; rank=subfamily
Kangaroo,Macropodidae,9307,medium,broad marsupial host review 2026-04-29; rank=family
bear,Ursidae,9632,medium,broad carnivore host review 2026-04-29; rank=family
sunflower,Helianthus annuus,4232,medium,common plant host review 2026-04-29; rank=species
yellowtail,Seriola,8160,medium,broad fish host review 2026-04-29; rank=genus
tortoise,Testudines,8459,medium,broad reptile host review 2026-04-29; rank=order
fox,Vulpes vulpes,9627,medium,common mammal host review 2026-04-29; rank=species
Hirundo sp.,Hirundo,43149,medium,genus-level bird host review 2026-04-29; rank=genus
silkworm,Bombyx mori,7091,medium,common insect host review 2026-04-29; rank=species
lily,Lilium,4688,medium,broad plant host review 2026-04-29; rank=genus
willow,Salicaceae,3688,medium,broad plant host review 2026-04-29; rank=family
sparrow,Passeridae,9158,medium,broad bird host review 2026-04-29; rank=family
Chaffinch,Fringillidae,9133,medium,broad bird host review 2026-04-29; rank=family
Siskin,Fringillidae,9133,medium,broad bird host review 2026-04-29; rank=family
penguin,Spheniscidae,9231,medium,broad bird host review 2026-04-29; rank=family
koala,Phascolarctos cinereus,38626,medium,common mammal host review 2026-04-29; rank=species
mulberry,Morus,3497,medium,broad plant host review 2026-04-29; rank=genus
bean,Phaseolus,3883,medium,broad plant host review 2026-04-29; rank=genus
amphibian,Amphibia,8292,medium,broad amphibian host review 2026-04-29; rank=class
Northern white-cedar,Thuja occidentalis,3317,medium,common plant host review 2026-04-29; rank=species
Alder,Alnus,3515,medium,broad plant host review 2026-04-29; rank=genus
cashew,Anacardium occidentale,171929,medium,common plant host review 2026-04-29; rank=species
yellow melon,Cucumis melo,3656,medium,crop host review 2026-04-29; rank=species
Egrets,Ardea alba,110620,medium,broad bird host review 2026-04-29; rank=species
Suine,Sus scrofa,9823,medium,swine spelling variant review 2026-04-29; rank=species
housefly,Musca domestica,7370,medium,common insect host review 2026-04-29; rank=species
Cowpea,Cajanus cajan,3821,medium,common plant host review 2026-04-29; rank=species
Ictalurus punctatus x I. furcatus,Ictalurus punctatus x Ictalurus furcatus,1491728,medium,hybrid fish host review 2026-04-29; rank=species
coffee,Coffea,13442,medium,broad plant host review 2026-04-29; rank=genus
Himalayan blackberry,Rubus armeniacus,926038,medium,common plant host review 2026-04-29; rank=species
Raspberry,Rubus idaeus,32247,medium,common plant host review 2026-04-29; rank=species
Ibex,Capra ibex,72542,medium,common mammal host review 2026-04-29; rank=species
gorilla,Gorilla,9592,medium,broad primate host review 2026-04-29; rank=genus
Gorilla,Gorilla,9592,medium,broad primate host review 2026-04-29; rank=genus
lion,Panthera leo,9689,medium,common mammal host review 2026-04-29; rank=species
Bubaline,Bubalus bubalis,89462,medium,buffalo-related host review 2026-04-29; rank=species
Hippopotamus,Hippopotamus amphibius,9833,medium,common mammal host review 2026-04-29; rank=species
Nematodes,Nematoda,6231,medium,broad nematode host review 2026-04-29; rank=phylum
Moose,Alces alces,9852,medium,common mammal host review 2026-04-29; rank=species
orangutan,Pongo,9599,medium,broad primate host review 2026-04-29; rank=genus
badger,Meles meles,9662,medium,common mammal host review 2026-04-29; rank=species
Canola,Canola,138011,medium,crop host review 2026-04-29; rank=species
Lemon,Citrus limon,2708,medium,common plant host review 2026-04-29; rank=species
cranberry,Vaccinium macrocarpon,13750,medium,common plant host review 2026-04-29; rank=species
Phaseolus sp.,Phaseolus,3883,medium,genus-level plant host review 2026-04-29; rank=genus
dragonfly,Odonata,6961,medium,broad insect host review 2026-04-29; rank=order
Enhydra,Enhydra,34881,medium,genus-level mammal host review 2026-04-29; rank=genus
Ostreidae,Ostreidae,6563,medium,broad mollusc host review 2026-04-29; rank=family
abalone,Haliotis,6452,medium,broad mollusc host review 2026-04-29; rank=genus
Coleoptera,Coleoptera,7041,medium,broad insect host review 2026-04-29; rank=order
Chinese fir,Cunninghamia lanceolata,28977,medium,common plant host review 2026-04-29; rank=species
Artemisia,Artemisia,4219,medium,broad plant host review 2026-04-29; rank=genus
Glicyne max,Glycine max,3847,medium,soybean spelling variant review 2026-04-29; rank=species
Wolbachia,Wolbachia,953,medium,bacterial host/symbiont group review 2026-04-29; rank=genus
Chichen,Gallus gallus,9031,medium,chicken spelling variant review 2026-04-29; rank=species
Homme,Homo sapiens,9606,medium,human-language variant review 2026-04-29; rank=species
Sable,Martes zibellina,36722,medium,common mammal host review 2026-04-29; rank=species
Tiger,Panthera tigris,9694,medium,common mammal host review 2026-04-29; rank=species
Lasioglossum leviense,Lasioglossum,88467,medium,genus-level bee host review; species unresolved by local taxonomy 2026-04-29; rank=genus
Hairtail,Trichiuridae,27770,medium,broad fish host review 2026-04-29; rank=family
Great scallop,Pecten maximus,6579,medium,common mollusc host review 2026-04-29; rank=species
mongoose,Herpestidae,9697,medium,broad mammal host review 2026-04-29; rank=family
Asterionella formosa BG1,Asterionella formosa,210441,medium,strain suffix removed; algal host review 2026-04-29; rank=species
Leontopodium alpinum,Leontopodium alpinum,49078,medium,plant host review 2026-04-29; rank=species
Lepidochyelys olivacea,Lepidochelys olivacea,27788,medium,spelling variant; turtle host review 2026-04-29; rank=species
Thraupis gaucocolpa,Thraupis glaucocolpa,2986140,medium,spelling variant; bird host review 2026-04-29; rank=species
cliff swallow,Petrochelidon pyrrhonota,72884,medium,common bird host review 2026-04-29; rank=species
plum,Prunus domestica,3758,medium,common plant host review 2026-04-29; rank=species
termite,Termitoidae,1912919,medium,broad termite host review 2026-04-29; rank=epifamily
Termite,Termitoidae,1912919,medium,broad termite host review 2026-04-29; rank=epifamily
D. labrax,Dicentrarchus labrax,13489,medium,fish abbreviation review 2026-04-29; rank=species
Euclayptus,Eucalyptus,3932,medium,spelling variant; plant host review 2026-04-29; rank=genus
lamb,Ovis aries,9940,medium,common host age phrase review 2026-04-29; rank=species
Blackbird,Turdidae,9183,medium,broad bird host review 2026-04-29; rank=family
sorghum,Sorghum bicolor,4558,medium,common plant host review 2026-04-29; rank=species
moss,Bryophyta,3208,medium,broad plant host review 2026-04-29; rank=phylum
Mud Dauber Wasp,Sphecidae,7485,medium,broad wasp host review 2026-04-29; rank=family
red alga,Rhodophyta,2763,medium,broad algal host review 2026-04-29; rank=phylum
Amphidinium carterae CCMP2400,Amphidinium carterae,2961,medium,strain suffix removed; dinoflagellate host review 2026-04-29; rank=species
ruminant,Ruminantia,9845,medium,broad mammal host review 2026-04-29; rank=infraorder
Ruminant,Ruminantia,9845,medium,broad mammal host review 2026-04-29; rank=infraorder
Flea,Siphonaptera,7509,medium,broad insect host review 2026-04-29; rank=order
flea,Siphonaptera,7509,medium,broad insect host review 2026-04-29; rank=order
toad,Bufonidae,8382,medium,broad amphibian host review 2026-04-29; rank=family
albatross,Diomedeidae,37067,medium,broad bird host review 2026-04-29; rank=family
Seaweed,Viridiplantae,33090,medium,broad plant/algal host review 2026-04-29; rank=kingdom
seaweed,Viridiplantae,33090,medium,broad plant/algal host review 2026-04-29; rank=kingdom
demoiselle crane,Gruidae,9109,medium,broad bird host review 2026-04-29; rank=family
spectacled eider,Somateria fischeri,50367,medium,common bird host review 2026-04-29; rank=species
Lupus familiaris,Canis lupus familiaris,9615,medium,canine host variant review 2026-04-29; rank=subspecies
squash,Cucurbita,3660,medium,broad plant host review 2026-04-29; rank=genus
mango,Mangifera indica,29780,medium,common plant host review 2026-04-29; rank=species
Chondrus ocellatus Holmes,Chondrus ocellatus,29222,medium,authority suffix removed; red algae host review 2026-04-29; rank=species
cinnamon teal,Anas cyanoptera,75840,medium,common bird host review 2026-04-29; rank=species
yellow-billed pintail,Anas georgica,75847,medium,common bird host review 2026-04-29; rank=species
winter rape,Brassica napus,3708,medium,crop host review 2026-04-29; rank=species
Macrotermes cf. amplus,Macrotermes,46572,medium,genus-level termite host review 2026-04-29; rank=genus
Cherry,Prunus avium,42229,medium,common plant host review 2026-04-29; rank=species
Lotus,Nelumbo nucifera,4432,medium,common plant host review 2026-04-29; rank=species
Hosta,Hosta,13090,medium,broad plant host review 2026-04-29; rank=genus
Black-Headed Python,Pythonidae,34984,medium,broad snake host review 2026-04-29; rank=family
testudinate,Testudines,8459,medium,broad turtle/tortoise host review 2026-04-29; rank=order
Rhinoceros,Rhinocerotidae,9803,medium,broad mammal host review 2026-04-29; rank=family
carp,Cyprinus carpio,7962,medium,common fish host review 2026-04-29; rank=species
brown-headed cowbird,Molothrus ater,84834,medium,common bird host review 2026-04-29; rank=species
kite,Milvus,43517,medium,broad bird host review 2026-04-29; rank=genus
Kite,Milvus,43517,medium,broad bird host review 2026-04-29; rank=genus
Leopard,Panthera pardus,9691,medium,common mammal host review 2026-04-29; rank=species
antelope,Antilopinae,9948,medium,broad mammal host review 2026-04-29; rank=subfamily
Animalia,Animalia,33208,medium,broad animal host review 2026-04-29; rank=kingdom
celebese ape,Macaca nigra,54600,medium,common primate host review 2026-04-29; rank=species
Goldfinch,Carduelis,36252,medium,broad bird host review 2026-04-29; rank=genus
frigatebird,Fregatidae,30443,medium,broad bird host review 2026-04-29; rank=family
skunk,Mephitidae,119825,medium,broad mammal host review 2026-04-29; rank=family
boar,Sus scrofa,9823,medium,common swine host review 2026-04-29; rank=species
Buzzard,Accipitridae,56259,medium,broad bird host review 2026-04-29; rank=family
squirrel,Sciuridae,55153,medium,broad mammal host review 2026-04-29; rank=family
Zebra,Equus zebra,9791,medium,common mammal host review 2026-04-29; rank=species
pheasant,Phasianidae,9005,medium,broad bird host review 2026-04-29; rank=family
giraffe,Giraffa camelopardalis,9894,medium,common mammal host review 2026-04-29; rank=species
Giraffe,Giraffa camelopardalis,9894,medium,common mammal host review 2026-04-29; rank=species
Otter,Lutrinae,169417,medium,broad mammal host review 2026-04-29; rank=subfamily
otter,Lutrinae,169417,medium,broad mammal host review 2026-04-29; rank=subfamily
cinereous vulture,Aegypius monachus,8959,medium,common bird host review 2026-04-29; rank=species
snail,Gastropoda,6448,medium,broad mollusc host review 2026-04-29; rank=class
seagrass,Viridiplantae,33090,medium,broad plant host review 2026-04-29; rank=kingdom
Pine,Pinus,3337,medium,broad plant host review 2026-04-29; rank=genus
microalgae,Viridiplantae,33090,medium,broad algal host review 2026-04-29; rank=kingdom
Paullinia cupana (Mart) Ducke,Paullinia cupana,392747,medium,authority suffix removed; plant host review 2026-04-29; rank=species
bannana,Musa,4640,medium,banana spelling variant; plant host review 2026-04-29; rank=genus
vivipara,Poeciliidae,8079,medium,broad fish host review 2026-04-29; rank=family
Pectinidae,Pectinidae,6566,medium,broad mollusc host review 2026-04-29; rank=family
Barbless carp,Cyprinus carpio,7962,medium,broad carp host review 2026-04-29; rank=species
Zooplankton,Metazoa,33208,medium,broad animal/plankton host review 2026-04-29; rank=kingdom
Gossypium,Gossypium,3633,medium,broad plant host review 2026-04-29; rank=genus
Culicidae,Culicidae,7157,medium,broad mosquito host review 2026-04-29; rank=family
cheetah,Acinonyx jubatus,32536,medium,common mammal host review 2026-04-29; rank=species
Lavender,Lavandula,39169,medium,broad plant host review 2026-04-29; rank=genus
oil palm,Elaeis guineensis,51953,medium,common plant host review 2026-04-29; rank=species
switchgrass,Panicum virgatum,38727,medium,common plant host review 2026-04-29; rank=species
earthworm,Lumbricina,6391,medium,broad annelid host review 2026-04-29; rank=suborder
Dictyoptera,Dictyoptera,6970,medium,broad insect host review 2026-04-29; rank=superorder
Sphagnum,Sphagnum,13804,medium,broad moss host review 2026-04-29; rank=genus
seahorse,Hippocampus,72046,medium,broad fish host review 2026-04-29; rank=genus
Vole,Arvicolinae,39087,medium,broad rodent host review 2026-04-29; rank=subfamily
perch,Perca,8166,medium,broad fish host review 2026-04-29; rank=genus
Mandrill,Mandrillus sphinx,9561,medium,common primate host review 2026-04-29; rank=species
Plum,Prunus domestica,3758,medium,common plant host review 2026-04-29; rank=species
Vaccinium,Vaccinium,13749,medium,broad plant host review 2026-04-29; rank=genus
Hawthorn,Crataegus,23159,medium,broad plant host review 2026-04-29; rank=genus
Digitaria sp.,Digitaria,66017,medium,genus-level plant host review 2026-04-29; rank=genus
thrips,Thysanoptera,30262,medium,broad insect host review 2026-04-29; rank=order
pearl millet,Pennisetum glaucum,4543,medium,common plant host review 2026-04-29; rank=species
Trachymyrmex sp.,Trachymyrmex,34717,medium,genus-level ant host review 2026-04-29; rank=genus
Heliconia sp.,Heliconia,4653,medium,genus-level plant host review 2026-04-29; rank=genus
Lotus japonicus Gifu,Lotus japonicus,34305,medium,cultivar suffix removed; plant host review 2026-04-29; rank=species
Dermacentor,Dermacentor,34619,medium,broad tick host review 2026-04-29; rank=genus
Globobulimina,Globobulimina,212512,medium,broad protist host review 2026-04-29; rank=genus
Fucus,Fucus,3011,medium,broad algal host review 2026-04-29; rank=genus
brown alga,Phaeophyceae,2870,medium,broad algal host review 2026-04-29; rank=class
Taro,Colocasia esculenta,4460,medium,common plant host review 2026-04-29; rank=species
I. persulcatus,Ixodes persulcatus,34615,medium,tick abbreviation review 2026-04-29; rank=species
Vitis,Vitis,3603,medium,broad plant host review 2026-04-29; rank=genus
Euonymous,Euonymus,4306,medium,spelling variant; plant host review 2026-04-29; rank=genus
Hypnales,Hypnales,13798,medium,broad moss host review 2026-04-29; rank=order
Heterotermes,Heterotermes,127378,medium,broad termite host review 2026-04-29; rank=genus
Bathyopsurus nybelini specimen AT50-02-018,bathyopsurus nybelini,3120861,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Edessa sp.,edessa,1225063,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Coffea,coffea,13442,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Acanthamoeba,acanthamoeba,5754,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Skeletonema marinoi strain RO5AC,skeletonema marinoi,267567,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Sedum,sedum,3784,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
carrot,carrot,4039,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
macaque,macaque,9539,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Ginger,ginger,94328,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Chimpanzee,chimpanzee,9598,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Bradypus,bradypus,9353,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Leobordea sp.,leobordea,1096780,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Oxytropis sp.,oxytropis,20802,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Ulva,ulva,3118,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
rook,rook,75140,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Ostrich,ostrich,8801,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Golden Threadfin Bream,golden threadfin bream,450225,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
okapi,okapi,86973,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
common eider,common eider,76058,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
king eider,king eider,203439,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Agile Gibbon,agile gibbon,9579,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Dasyurus sp.,dasyurus,9278,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Poa,poa,4544,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Glycine,glycine,3846,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Fuchsia,fuchsia,13069,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Oenothera,oenothera,3939,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Erysimum,erysimum,65352,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
cardinal,cardinal,405018,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Seriola,seriola,8160,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Philodendron,philodendron,71613,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Corylus,corylus,13450,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Calathea sp.,calathea,4622,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Populus,populus,3689,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
ferret,ferret,9669,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Chrysanthemum,chrysanthemum,13422,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Aster,aster,41479,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Asterionellopsis glacialis strain A3,asterionellopsis glacialis,33640,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Skeletonema marinoi strain ST54,skeletonema marinoi,267567,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
mule,mule,319699,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Tamarix,tamarix,63084,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Mimosa,mimosa,21013,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Triticum,triticum,4564,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Loxodonta,loxodonta,9784,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Calendula sp.,calendula,41495,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
black locust,black locust,35938,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
ginseng,ginseng,4054,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Capybara,capybara,10149,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Lysiloma sp.,lysiloma,138058,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Acacia,acacia,3808,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
geese,geese,8842,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Sargassum,sargassum,3015,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Phaseolus,phaseolus,3883,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Kalanchoe,kalanchoe,23012,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Phalaenopsis,phalaenopsis,36459,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
yellow yam,yellow yam,29710,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
reindeer,reindeer,9870,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Crassostrea,crassostrea,6564,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Phocoena,phocoena,9741,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Metapenaeus,metapenaeus,32277,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Springhaas,springhaas,10023,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Microtus oeconomus (root vole),microtus oeconomus,2162900,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Tabanus,tabanus,7206,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Azolla,azolla,39630,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
eggplant,eggplant,4111,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Spathiphyllum,spathiphyllum,78381,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Cyclamen,cyclamen,59973,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Gracilaria,gracilaria,2774,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Membranipora sp.,membranipora,95169,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Delphinium sp.,delphinium,46246,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Rhododendron,rhododendron,4346,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Petunia,petunia,4101,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Heuchera,heuchera,3794,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
cormorant,cormorant,9209,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Colobus,colobus,9570,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Sesame,sesame,4182,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Cocoa,cocoa,3641,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Tilia,tilia,64580,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
pomfret,pomfret,497160,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Haliotis,haliotis,6452,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Iberis sp.,iberis,190883,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
cassava,cassava,3983,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Fusarium oxysporum f. sp. cucumerinum,fusarium oxysporum f. sp. cucumerinum,5508,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Diplacus (Mimulus) aurantiacus (Phrymaceae),diplacus aurantiacus,68869,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Pandanus sp.,pandanus,4725,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Discus,discus,84399,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Oreochromis,oreochromis,8139,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Channa,channa,33789,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Turbo,turbo,63672,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Clematis,clematis,3452,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Euonymus,euonymus,4306,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Impatiens,impatiens,35939,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Gaillardia,gaillardia,55623,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Yarrow,yarrow,756482,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Lantana,lantana,87005,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Porites,porites,46719,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Favia sp.,favia,44303,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
sea,sea,2798467,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Cenchrus,cenchrus,4583,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Capsicum,capsicum,4071,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
