assembly_accession	biosample	organism	decision	reason	Host	Host_Original	Host_SD	Host_TaxID	Host_Context_SD	Sampling_Context_SD	Host_Colonization_Status_SD	Host_Vital_Status_SD	Sample_Material_SD	Isolation_Source_SD	Sample_Type_SD	Environment_Medium_SD	Environment_Local_Scale_SD	Environment_Broad_Scale_SD	raw_context
GCA_020419285.1	SAMN21855397	Burkholderia cepacia	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			sputum	clinical/host-associated material	sputum				sputum | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | sputum | Sputum | sputum | Sputum
GCA_026725815.1	SAMN14112802	Staphylococcus aureus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | nasal cavity/sinus/upper respiratory tract | Patient-nares
GCA_026728715.1	SAMN14112464	Staphylococcus aureus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | nasal cavity/sinus/upper respiratory tract | Patient-nares
GCA_029234095.1	SAMN31257614	Streptococcus dysgalactiae subsp. equisimilis	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical isolate
GCA_034893105.1	SAMN14440706	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034894745.1	SAMN14440350	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034899845.1	SAMN14440418	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034901465.1	SAMN14440464	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034904805.1	SAMN14436731	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034905385.1	SAMN14437363	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034909475.1	SAMN14436997	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034916335.1	SAMN14437381	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_047986515.1	SAMN39862149	Escherichia coli	keep	patient-context audit	absent	Patient feces collected by the Laboratory Department of Children's Hospital of Jinan City, Shandong Province	Homo sapiens	9606	human-associated	clinical subject				environmental material	laboratory	laboratory	laboratory	laboratory environment	laboratory | laboratory environment | environmental material | environmental material | laboratory | laboratory | laboratory environment | Patient feces collected by the Laboratory Department of Children's Hospital of Jinan City, Shandong Province
GCA_026727515.1	SAMN14112465	Staphylococcus aureus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	nasopharynx/oropharynx				nasopharynx/oropharynx | upper respiratory tract | clinical/host-associated material | clinical/host-associated material | nasopharynx/oropharynx | Patient-throat
GCA_026727855.1	SAMN14112637	Staphylococcus aureus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	nasopharynx/oropharynx				nasopharynx/oropharynx | upper respiratory tract | clinical/host-associated material | clinical/host-associated material | nasopharynx/oropharynx | Patient-throat
GCA_030289435.1	SAMN32360875	Staphylococcus aureus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject					oral/oropharyngeal swab				oral/oropharyngeal swab | swab | nasal cavity/sinus/upper respiratory tract | Patient Sinus Swab
GCA_034097315.1	SAMN38300320	Treponema pallidum subsp. pallidum	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									patient sample | patient sample
GCA_034907145.1	SAMN14437240	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
